Paper Title,Year,Author,Publication,Url of paper,Source url
Deep learning classification of canine behavior using a single collar-mounted accelerometer: Real-world validation,2021,RD Chambers  NC Yoder,mdpi.com,https://www.mdpi.com/2076-2615/11/6/1549,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
A novel biomechanical approach for animal behaviour recognition using accelerometers,2019,P Chakravarty  G Cozzi,Wiley Online Library,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210x.13172,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Classification of broiler behaviours using triaxial accelerometer and machine learning,2021,X Yang  Y Zhao,Elsevier,https://www.sciencedirect.com/science/article/pii/S1751731121001117,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Analysis of animal accelerometer data using hidden Markov models,2017,V Leos‐Barajas  T Photopoulou… - Methods in Ecology …,Wiley Online Library,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12657,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
R package for animal behavior classification from accelerometer data—rabc,2021,H Yu  M Klaassen - Ecology and Evolution,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.7937,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
"Developing a simulated online model that integrates GNSS, accelerometer and weather data to detect parturition events in grazing sheep: a machine learning …",2021,ES Fogarty  DL Swain,mdpi.com,https://www.mdpi.com/2076-2615/11/2/303,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
An iot-based design using accelerometers in animal behavior recognition systems,2021,DN Tran  TN Nguyen,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9319861/,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Machine learning to detect posture and behavior in dairy cows: Information from an accelerometer on the animal's left flank,2021,P Balasso  G Marchesini,mdpi.com,https://www.mdpi.com/2076-2615/11/10/2972,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Assessing the effects of sampling frequency on behavioural classification of accelerometer data,2019,JL Hounslow  LR Brewster,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022098118304325,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
… : An open-source graphical user interface for automated behavior analytics of individual animals using triaxial accelerometers and machine learning,2023,G Li  L Chai - Computers and Electronics in Agriculture,Elsevier,https://www.sciencedirect.com/science/article/pii/S0168169923002235,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Deep learning classification of canine behavior using a single collar-mounted accelerometer: Real-world validation,2021,RD Chambers  NC Yoder,mdpi.com,https://www.mdpi.com/2076-2615/11/6/1549,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
A novel biomechanical approach for animal behaviour recognition using accelerometers,2019,P Chakravarty  G Cozzi,Wiley Online Library,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210x.13172,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Classification of broiler behaviours using triaxial accelerometer and machine learning,2021,X Yang  Y Zhao,Elsevier,https://www.sciencedirect.com/science/article/pii/S1751731121001117,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Analysis of animal accelerometer data using hidden Markov models,2017,V Leos‐Barajas  T Photopoulou… - Methods in Ecology …,Wiley Online Library,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12657,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
R package for animal behavior classification from accelerometer data—rabc,2021,H Yu  M Klaassen - Ecology and Evolution,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.7937,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
"Developing a simulated online model that integrates GNSS, accelerometer and weather data to detect parturition events in grazing sheep: a machine learning …",2021,ES Fogarty  DL Swain,mdpi.com,https://www.mdpi.com/2076-2615/11/2/303,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
An iot-based design using accelerometers in animal behavior recognition systems,2021,DN Tran  TN Nguyen,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9319861/,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Machine learning to detect posture and behavior in dairy cows: Information from an accelerometer on the animal's left flank,2021,P Balasso  G Marchesini,mdpi.com,https://www.mdpi.com/2076-2615/11/10/2972,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
Assessing the effects of sampling frequency on behavioural classification of accelerometer data,2019,JL Hounslow  LR Brewster,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022098118304325,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
… : An open-source graphical user interface for automated behavior analytics of individual animals using triaxial accelerometers and machine learning,2023,G Li  L Chai - Computers and Electronics in Agriculture,Elsevier,https://www.sciencedirect.com/science/article/pii/S0168169923002235,https://scholar.google.com/scholar?q=accelerometer+behaviour%20classification+machine%20learning+animal+&hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2023
